Question_id,Questions,Answers,Grade,Encoded Grade
813,How do media queries enhance responsive web design?,"Media queries are a fundamental feature of CSS that significantly enhance responsive web design by allowing developers to apply different styles based on the characteristics of the device displaying the content, such as its width, height, resolution, and orientation. By using media queries, designers can create fluid layouts that adapt to various screen sizes, ensuring that web pages look great and function well on devices ranging from smartphones to large desktop monitors. For example, a media query can change the layout from a multi-column format on larger screens to a single-column format on smaller screens, improving readability and usability. This capability allows for a more tailored user experience, as content can be optimized for the specific capabilities and constraints of each device, ultimately leading to better engagement and satisfaction for users.",Excellent,4.0
814,How do media queries enhance responsive web design?,"Media queries enhance responsive web design by allowing developers to apply different CSS styles based on the device's characteristics, such as screen size and resolution. This means that a website can adjust its layout and appearance to provide an optimal viewing experience on various devices, from smartphones to tablets to desktops. For instance, media queries can change the number of columns in a layout or adjust font sizes depending on the screen size, ensuring that content is easy to read and navigate regardless of the device being used.",Good,3.0
815,How do media queries enhance responsive web design?,"Media queries improve responsive web design by letting developers change styles based on the device's size and resolution. This allows websites to look good on different devices, like phones and tablets. For example, a media query can adjust the layout or font size depending on the screen size, making it easier to read.",Average,2.0
816,How do media queries enhance responsive web design?,Media queries help make websites responsive by changing styles based on the device size. They allow different layouts for phones and computers.,Poor,1.0
817,How do media queries enhance responsive web design?,Media queries are used in responsive design to change how a website looks on different devices.,Very Poor,0.0
818,What is lazy loading in web development?,"Lazy loading delays resource loading, optimizing speed and bandwidth by loading items when they appear in the viewport.",Excellent,4.0
819,What is lazy loading in web development?,Optimizes performance by deferring loads.,Good,3.0
820,What is lazy loading in web development?,Delays loading for efficiency.,Average,2.0
821,What is lazy loading in web development?,Efficient resource management.,Poor,1.0
822,What is lazy loading in web development?,Prioritizes visible content.,Very Poor,0.0
823,"What is SEO, and why is it important in web development?","SEO or Search Engine Optimization improves a site's visibility on search engines, driving organic traffic and enhancing reach.",Excellent,4.0
824,"What is SEO, and why is it important in web development?",Optimizes visibility for search engines.,Good,3.0
825,"What is SEO, and why is it important in web development?",Enhances site discoverability.,Average,2.0
826,"What is SEO, and why is it important in web development?",Increases online reach.,Poor,1.0
827,"What is SEO, and why is it important in web development?",Improves search ranking.,Very Poor,0.0
828,What is a responsive web design?,"Responsive web design creates flexible layouts that adapt to different screen sizes, enhancing user experience across devices.",Excellent,4.0
829,What is a responsive web design?,Layouts that adjust to devices.,Good,3.0
830,What is a responsive web design?,Device-friendly design.,Average,2.0
831,What is a responsive web design?,Adaptable web layouts.,Poor,1.0
832,What is a responsive web design?,Ensures layout flexibility.,Very Poor,0.0
833,What is AJAX?,"AJAX (Asynchronous JavaScript and XML) allows web pages to update dynamically without reloading, enhancing interactivity.",Excellent,4.0
834,What is AJAX?,Enables dynamic updates without refresh.,Good,3.0
835,What is AJAX?,Updates data asynchronously.,Average,2.0
836,What is AJAX?,JavaScript-powered dynamic updates.,Poor,1.0
837,What is AJAX?,Enables live updates in web pages.,Very Poor,0.0
838,What is REST API?,"REST API (Representational State Transfer) uses HTTP protocols for CRUD operations, offering simplicity and stateless communication.",Excellent,4.0
839,What is REST API?,Stateless API using HTTP methods.,Good,3.0
840,What is REST API?,Simplifies API interactions.,Average,2.0
841,What is REST API?,HTTP-based API communication.,Poor,1.0
842,What is REST API?,Provides stateless data access.,Very Poor,0.0
843,What are cookies in web development?,Cookies are small files stored on the client-side to maintain session states and user preferences.,Excellent,4.0
844,What are cookies in web development?,Stores user data temporarily.,Good,3.0
845,What are cookies in web development?,Saves session info on client.,Average,2.0
846,What are cookies in web development?,Used for session handling.,Poor,1.0
847,What are cookies in web development?,Small files for storing states.,Very Poor,0.0
848,What are sessionStorage and localStorage?,"sessionStorage persists data for a session, while localStorage retains data even after the browser is closed.",Excellent,4.0
849,What are sessionStorage and localStorage?,Stores session or persistent data.,Good,3.0
